"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P6016","P6020","P6030S1","P6030S3","Edad_","P6050","P6070","P6081","P6081S1","P6083","P6083S1","P6071","P6071S1","P6090","P6140","P6150","P6100","P6110","P6120","P6125","P6160","P6170","P6175","P6210","P6210S1","P6220","P6269","CLASE","ESC","MES","DPTO","fex_c_2011","AREA","P6080","P6080S1","INGLABO"
5113163,1,1,1,10,1,2,11,1973,46,1,4,2,,2,,,,1,,,2,5,,2,1,2,,5,11,2,,1,11,1,70,"103,605061352041",70,5," ",500000
5113163,1,2,1,10,2,2,3,1997,22,3,6,2,,1,1,,,1,,,2,5,,2,1,1,1,6,4,2,2,1,15,1,70,"103,605061352041",70,5," ",
5113164,1,1,1,10,1,1,6,1972,47,1,3,3,,1,7,1,2,1,,,3,,,2,1,2,,6,5,4,,1,16,1,70,"118,886120300338",70,6," ",420000
5113164,1,2,1,10,2,2,8,1975,44,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,6,1,2,2,1,12,1,70,"118,886120300338",70,6," ",420000
5113164,1,4,1,10,4,2,3,2002,17,3,6,1,1,1,2,,,1,,,3,,,2,1,1,2,6,0,2,2,1,11,1,70,"118,886120300338",70,6," ",
5113164,1,8,1,10,8,1,2,1966,53,5,6,3,,1,7,,,1,,,1,1,237600,2,1,2,,6,10,5,,1,21,1,70,"118,886120300338",70,6," ",5940000
5113165,1,2,1,10,2,2,11,1986,33,2,3,2,,2,,1,1,1,,,2,1,92000,2,1,2,,6,5,4,,1,16,1,70,"107,904550625268",70,6," ",2300000
5113166,1,1,1,10,1,2,11,1980,39,1,4,2,,2,,,,1,,,3,,,2,1,2,,6,2,3,,1,13,1,70,"97,7967222583802",70,6," ",120000
5113167,1,1,1,10,1,1,9,1970,49,1,2,2,,2,,1,2,1,,,1,1,51960,2,1,2,,5,11,2,,1,11,1,70,"121,513366918887",70,6," ",1299000
5113167,1,6,1,10,6,1,5,1999,20,3,1,1,1,1,2,1,7,1,,,3,,,2,1,2,,4,9,,,1,9,1,70,"121,513366918887",70,6," ",300000
5113168,1,2,1,10,2,1,10,1978,41,3,4,2,,1,1,,,2,1,12,,,,2,1,2,,4,9,,,1,9,1,70,"111,568149236269",70,6," ",670000
5113169,1,1,1,10,1,2,8,1957,62,1,3,3,,2,,1,2,1,,,3,,,2,1,2,,1,0,,,1,0,1,70,"107,584378859027",70,6," ",310000
5113169,1,2,1,10,2,1,8,1967,52,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,1,3,1,70,"107,584378859027",70,6," ",120000
5113169,1,3,1,10,3,1,10,1977,42,3,2,2,,1,1,1,4,1,,,1,1,33124,2,1,2,,3,2,,,1,2,1,70,"107,584378859027",70,6," ",828116
5113170,1,2,1,10,2,1,5,2000,19,5,6,2,,2,,,,1,,,3,,,2,1,1,1,6,2,2,2,1,13,1,70,"99,8947185876453",70,6," ",800000
5113171,1,2,1,10,2,1,7,1990,29,3,6,2,,1,1,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"119,043588673343",70,6," ",600000
5113172,1,1,1,10,1,2,3,1988,31,1,4,2,,1,4,,,1,,,1,1,33124,2,1,2,,6,2,3,,1,13,1,70,"91,2497780377713",70,6," ",828116
5113173,1,1,1,10,1,2,6,1969,50,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"93,3991084888568",70,6," ",300000
5113173,1,2,1,10,2,1,11,1960,59,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"93,3991084888568",70,6," ",300000
5113174,1,1,1,10,1,1,9,1974,45,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"115,653417675189",70,6," ",400000
5113174,1,2,1,10,2,2,11,1972,47,2,3,2,,2,,1,1,1,,,1,1,33124,2,1,2,,6,3,3,,1,14,1,70,"115,653417675189",70,6," ",828116
5113176,1,1,1,10,1,1,11,1981,38,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"127,355452436573",70,6," ",1500000
5113176,1,2,1,10,2,2,11,1982,37,2,2,2,,2,,1,1,1,,,1,1,42000,2,1,2,,6,2,3,,1,13,1,70,"127,355452436573",70,6," ",1050000
5113181,1,1,1,10,1,1,2,1970,49,1,3,2,,2,,1,2,1,,,1,1,33124,2,1,2,,5,11,2,,1,11,1,70,"208,217702573621",70,6," ",828116
5113182,1,1,1,10,1,2,2,1971,48,1,4,3,,2,,,,1,,,1,1,33124,2,1,2,,6,5,4,,1,16,1,70,"199,789437175291",70,1,"800_02",828116
5113182,1,2,1,10,2,1,10,1996,23,3,6,2,,1,1,,,1,,,1,5,,2,1,1,2,6,4,3,,1,15,1,70,"199,789437175291",70,1,"800_02",500000
5113183,1,1,1,10,1,2,5,1972,47,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"216,227258296622",70,6," ",600000
5113183,1,2,1,10,2,1,10,1969,50,2,3,2,,3,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"216,227258296622",70,6," ",200000
5113184,1,1,1,10,1,2,12,1960,59,1,2,3,,3,,1,2,1,,,1,1,33124,2,1,2,,6,2,3,,1,13,1,70,"230,55698400133",70,6," ",828116
5113184,1,2,1,10,1,1,3,1969,50,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,3,5,,,1,5,1,70,"230,55698400133",70,6," ",900000
5113185,1,1,1,10,1,2,7,1975,44,1,4,3,,3,,,,1,,,3,,,2,1,2,,4,9,,,1,9,1,70,"230,784905374974",70,5," ",600000
5113189,1,1,1,10,1,1,10,1982,37,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,1,7,1,70,"106,258457766113",70,6," ",1200000
5113190,1,1,1,10,1,1,7,1963,56,1,4,2,,2,,,,1,,,3,,,2,2,2,,1,0,,,1,0,1,70,"121,308878364271",70,6," ",390000
5113190,1,2,1,10,2,1,1,1990,30,3,6,1,1,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"121,308878364271",70,6," ",630000
5113191,1,1,1,10,1,1,2,1992,27,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,10,1,,1,10,1,70,"124,060399274639",70,6," ",200000
5113191,1,2,1,10,2,2,8,1998,21,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,4,6,,,1,6,1,70,"124,060399274639",70,6," ",400000
5113192,1,1,1,10,1,1,4,1950,69,1,4,3,,3,,,,1,,,3,,,2,2,2,,1,0,,,1,0,1,70,"109,345878615185",70,5," ",380000
5113193,1,2,1,10,2,2,8,1972,47,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"104,10885128681",70,6," ",300000
5113194,1,1,1,10,1,1,10,1992,27,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,70,"130,0057050924",70,6," ",1000000
5113195,1,1,1,10,1,2,4,1954,65,1,4,3,,3,,,,1,,,3,,,2,2,2,,1,0,,,1,0,1,70,"148,155511185205",70,6," ",60000
5113195,1,2,1,10,2,1,6,1971,48,3,4,3,,1,1,,,1,,,3,,,2,2,2,,1,0,,,1,0,1,70,"148,155511185205",70,6," ",450000
5113195,1,3,1,10,1,1,4,1987,32,3,2,1,12,1,1,1,4,1,,,3,,,2,1,2,,3,2,,,1,2,1,70,"148,155511185205",70,6," ",700000
5113195,1,5,1,10,5,1,10,1988,31,3,4,1,12,1,1,,,1,,,3,,,2,1,2,,3,4,,,1,4,1,70,"148,155511185205",70,6," ",960000
5113195,1,9,1,10,9,1,7,1994,25,5,1,2,,2,,1,8,2,1,24,,,,2,1,2,,3,3,,,1,3,1,70,"148,155511185205",70,6," ",480000
5113196,1,2,1,10,2,1,11,1988,31,2,3,2,,2,,1,1,2,1,24,,,,2,1,2,,5,11,2,,1,11,1,70,"212,516915532226",70,6," ",500000
5113198,1,1,1,10,1,1,4,1993,26,1,6,2,,2,,,,1,,,1,1,104000,2,1,2,,6,5,4,,1,16,1,70,"120,055621413139",70,6," ",2600000
5113199,1,2,1,10,1,2,9,1970,49,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"93,3991084888568",70,6," ",400000
5113200,1,1,1,10,1,1,7,1985,34,1,1,2,,2,,1,2,2,1,2,,,,2,1,2,,5,11,2,,1,11,1,70,"104,10885128681",70,6," ",2600000
5113200,1,2,1,10,1,2,11,1994,25,2,1,2,,2,,1,1,2,1,2,,,,2,1,2,,6,2,3,,1,13,1,70,"104,10885128681",70,6," ",
5113202,1,1,1,10,1,1,10,1979,40,1,6,3,,2,,,,1,,,1,3,103514,2,1,2,,4,6,,,1,6,1,70,"120,055621413139",70,6," ",1200000
5113204,1,1,1,10,1,1,3,1964,55,1,3,3,,2,,1,2,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,70,"93,3991084888568",70,6," ",652000
5113204,1,2,1,10,2,2,11,1966,53,2,3,3,,3,,1,1,1,,,1,1,50000,2,1,2,,6,2,3,,1,13,1,70,"93,3991084888568",70,6," ",1250000
5113207,1,1,1,10,1,2,5,1972,47,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,70,"188,002045839844",70,6," ",120000
5113209,1,1,1,10,1,2,5,1960,59,1,4,2,,3,,,,1,,,1,3,103000,2,1,2,,6,5,5,,1,16,1,73,"322,027556004315",73,6," ",1855000
5113209,1,2,1,10,2,2,7,1993,26,3,3,2,,1,1,1,3,1,,,1,5,,2,1,1,1,6,4,2,2,1,15,1,73,"322,027556004315",73,6," ",160000
5113209,1,3,1,10,3,1,12,1990,29,5,3,2,,2,,1,2,1,,,1,1,78000,2,1,2,,6,5,4,,1,16,1,73,"322,027556004315",73,6," ",2577000
5113210,1,1,1,10,1,2,4,1978,41,1,4,3,,3,,,,1,,,1,5,,2,1,2,,4,7,,,1,7,1,73,"217,881750390165",73,6," ",360000
5113210,1,2,1,10,2,2,12,1995,24,3,6,2,,1,1,,,1,,,1,1,33115,2,1,1,2,6,0,2,2,1,11,1,73,"217,881750390165",73,6," ",828116
5113211,1,1,1,10,1,2,7,1993,26,1,6,2,,1,2,,,1,,,1,1,45000,2,1,2,,6,5,4,,1,16,1,73,"148,613710554957",73,6," ",1300000
5113212,1,2,1,10,2,1,11,1987,32,3,4,3,,1,1,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"250,186932603978",73,6," ",1200000
5113213,1,1,1,10,1,1,8,1940,79,1,3,3,,3,,1,2,1,,,1,2,98000,2,1,2,,3,1,,,1,1,1,73,"254,300749830841",73,6," ",240000
5113214,1,1,1,10,1,1,5,1958,61,1,3,2,,2,,1,2,1,,,1,5,,2,1,2,,6,5,4,,1,16,1,73,"238,143190022437",73,6," ",5000000
5113214,1,2,1,10,2,2,3,1973,46,2,3,2,,2,,1,1,1,,,1,1,60000,2,1,2,,6,5,4,,1,16,1,73,"238,143190022437",73,6," ",2100000
5113215,1,1,1,10,2,1,4,1963,56,1,3,3,,3,,1,2,1,,,1,1,44000,2,1,2,,5,11,2,,1,11,1,73,"290,860536577312",73,6," ",1600000
5113215,1,3,1,10,2,1,9,1992,27,3,6,1,1,1,2,,,1,,,1,1,33000,2,1,2,,6,2,3,,1,13,1,73,"290,860536577312",73,6," ",828000
5113216,1,1,1,10,2,1,3,1979,40,1,2,2,,2,,1,2,1,,,1,1,34000,2,1,2,,6,2,3,,1,13,1,73,"389,470271448317",73,6," ",1000000
5113216,1,2,1,10,2,2,1,1983,37,2,2,2,,2,,1,1,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,73,"389,470271448317",73,6," ",450000
5113217,1,1,1,10,2,2,7,1958,61,1,4,2,,3,,,,1,,,3,,,2,1,2,,4,6,,,1,6,1,73,"221,206579261164",73,6," ",800000
5113218,1,1,1,10,1,2,2,1967,52,1,4,3,,2,,,,1,,,1,3,103000,2,1,2,,3,5,,,1,5,1,73,"328,343700302531",73,6," ",700000
5113218,1,2,1,10,3,1,1,1998,22,3,2,2,,1,1,1,3,1,,,1,1,33000,2,1,2,,4,8,,,1,8,1,73,"328,343700302531",73,6," ",828000
5113219,1,1,1,10,2,1,2,1985,34,1,3,2,,2,,1,2,1,,,2,1,70000,2,1,2,,6,2,3,,1,13,1,73,"394,186108226332",73,6," ",1800000
5113220,1,1,1,10,1,2,9,1972,47,1,4,3,,1,6,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"148,613710554957",73,6," ",300000
5113221,1,1,1,10,2,1,9,1984,35,1,2,3,,2,,1,2,1,,,1,4,,2,1,2,,6,2,3,,1,13,1,73,"322,186520415155",73,6," ",900000
5113221,1,2,1,10,2,2,7,1984,35,2,2,2,,3,,1,1,1,,,3,,,2,1,2,,6,2,3,,1,13,1,73,"322,186520415155",73,6," ",700000
5113225,1,1,1,10,1,1,6,1983,36,1,4,1,3,1,4,,,2,1,60,,,,2,1,2,,5,10,1,,1,10,1,73,"367,114728921147",73,6," ",700000
5113225,1,3,1,10,3,1,5,1946,73,5,3,3,,2,,1,4,1,,,1,1,33000,2,1,2,,3,3,,,1,3,1,73,"367,114728921147",73,6," ",828116
5113226,1,1,1,10,1,1,6,1961,58,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"256,134407846127",73,6," ",1300000
5113227,1,1,1,10,1,1,6,1965,54,1,4,3,,2,,,,1,,,3,,,2,1,2,,3,2,,,1,2,1,73,"410,711932058761",73,6," ",
5113227,1,2,1,10,2,1,6,1995,24,3,6,1,1,2,,,,1,,,1,1,45600,2,1,2,,6,1,3,,1,12,1,73,"410,711932058761",73,6," ",1140000
5113228,1,2,1,10,2,1,3,1990,29,3,6,2,,1,1,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"327,111656806354",73,6," ",840000
5113229,1,1,1,10,1,2,10,1981,38,1,4,2,,2,,,,1,,,1,3,103600,2,1,2,,5,11,2,,1,11,1,73,"285,165501423328",73,6," ",0
5113230,1,1,1,10,1,1,6,1978,41,1,2,2,,2,,1,2,1,,,1,1,94700,2,1,2,,6,2,3,,1,13,1,73,"360,187650270986",73,6," ",3200000
5113230,1,2,1,10,1,2,10,1978,41,2,2,2,,2,,1,1,1,,,1,1,90000,2,1,2,,6,5,4,,1,16,1,73,"360,187650270986",73,6," ",2800000
5113231,1,1,1,10,1,1,1,1983,36,1,3,2,,2,,1,2,1,,,1,1,148000,2,1,2,,6,5,4,,1,16,1,73,"322,186520415155",73,6," ",3700000
5113233,1,2,1,10,2,2,8,1965,54,2,3,3,,3,,1,1,1,,,2,5,,2,1,2,,5,10,1,,1,10,1,73,"280,860156656283",73,6," ",1000000
5113234,1,1,1,10,2,2,10,1989,30,1,2,2,,2,,1,2,1,,,1,1,46000,2,1,2,,6,2,3,,1,13,1,73,"322,186520415155",73,6," ",1200000
5113235,1,1,1,10,1,1,1,1961,58,1,3,2,,2,,1,2,1,,,1,3,250000,2,1,2,,5,11,2,,1,11,1,73,"227,662488262971",73,6," ",3000000
5113235,1,3,1,10,3,2,2,1988,31,3,6,1,1,1,2,,,1,,,1,3,106000,2,1,2,,6,5,4,,1,16,1,73,"227,662488262971",73,6," ",
5113235,1,4,1,10,4,1,8,1992,27,3,6,1,1,1,2,,,1,,,1,4,,2,1,1,2,6,4,2,2,1,15,1,73,"227,662488262971",73,6," ",828116
5113236,1,2,1,10,2,1,2,1964,55,3,4,3,,1,1,,,1,,,3,,,2,1,2,,6,3,3,,1,14,1,73,"169,533833220561",73,6," ",280000
5113237,1,2,1,10,2,1,5,1957,62,3,4,3,,1,1,,,1,,,1,3,103600,2,1,2,,6,2,2,2,1,13,1,73,"254,300749830841",73,6," ",1500000
5113238,1,3,1,10,3,1,10,1994,25,4,6,2,,1,2,,,1,,,1,1,36000,2,1,2,,6,2,3,,1,13,1,73,"228,115480806279",73,6," ",900000
5113238,2,1,2,10,1,2,5,1980,39,1,2,2,,2,,1,2,1,,,1,1,33125,2,1,2,,6,2,3,,1,13,1,73,"228,115480806279",73,6," ",828116
5113238,2,2,2,10,2,1,3,1987,32,2,2,2,,2,,1,1,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,73,"228,115480806279",73,6," ",1000000
5113239,1,2,1,10,2,1,12,1964,55,3,2,3,,1,1,1,3,1,,,2,1,120000,2,1,2,,6,5,4,,1,16,1,73,"180,968355988102",73,6," ",3900000
5113240,1,1,1,10,1,1,11,1962,57,1,3,3,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"164,024923528404",73,6," ",800000
5113240,1,2,1,10,2,2,1,1964,55,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"164,024923528404",73,6," ",450000
5113240,1,3,1,10,3,2,11,1993,26,3,6,1,1,1,2,,,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"164,024923528404",73,6," ",840000
5113240,2,1,2,10,1,2,2,1993,26,1,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,3,3,,1,14,1,73,"164,024923528404",73,6," ",950000
5113240,2,2,2,10,2,1,10,1999,20,5,6,2,,2,,,,1,,,1,1,33125,2,1,2,,6,3,3,,1,14,1,73,"164,024923528404",73,6," ",1093000
5113241,1,1,1,10,1,2,1,1969,51,1,4,3,,2,,,,1,,,3,,,1,2,2,,1,0,,,1,0,1,73,"217,881750390165",73,6," ",1200000
5113241,1,2,1,10,2,2,5,2003,16,4,6,2,,2,,,,1,,,1,5,,2,1,1,2,5,10,1,,1,10,1,73,"217,881750390165",73,6," ",100000
5113242,1,1,1,10,1,1,9,1977,42,1,2,3,,2,,1,2,1,,,1,3,103600,2,1,2,,3,5,,,1,5,1,73,"322,186520415155",73,6," ",2000000
5113242,1,2,1,10,2,2,5,1987,32,2,2,2,,2,,1,1,1,,,2,1,65000,2,1,2,,6,5,4,,1,16,1,73,"322,186520415155",73,6," ",2100000
5113243,1,1,1,10,1,2,7,1956,63,1,5,2,,2,,,,1,,,1,3,104000,2,1,2,,3,5,,,1,5,1,73,"177,562994941588",73,6," ",300000
5113243,1,2,1,10,2,1,3,1990,29,3,4,2,,1,1,,,1,,,1,3,104000,2,1,1,2,6,5,3,,1,16,1,73,"177,562994941588",73,6," ",1000000
5113244,1,1,1,10,1,2,6,1985,34,1,6,2,,1,3,,,1,,,3,,,2,1,2,,4,9,,,1,9,1,73,"218,184018224682",73,6," ",300000
5113245,1,1,1,10,1,1,7,1978,41,1,3,2,,2,,1,2,1,,,1,3,103600,2,1,2,,6,5,4,,1,16,1,73,"384,754434670302",73,6," ",1300000
5113247,1,1,1,10,1,1,10,1954,65,1,6,3,,2,,,,1,,,3,,,2,1,2,,3,5,,,1,5,1,73,"321,743465274843",73,6," ",800000
5113254,1,1,1,10,1,1,1,1986,34,1,2,2,,2,,1,2,1,,,1,3,120000,2,1,2,,6,4,2,2,1,15,1,73,"384,754434670302",73,6," ",2500000
5113254,1,2,1,10,2,2,10,1988,31,2,2,3,,2,,1,1,1,,,1,5,,2,1,2,,6,2,2,2,1,13,1,73,"384,754434670302",73,6," ",900000
5113259,1,1,1,10,1,2,5,1994,25,1,3,2,,2,,2,,1,,,1,1,40000,2,1,2,,6,1,3,,1,12,1,73,"357,626321479861",73,6," ",1000000
5113260,1,1,1,10,1,2,1,1974,46,1,4,3,,3,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"213,627145857507",73,6," ",2150000
5113261,1,2,1,10,2,2,5,1989,30,2,2,2,,2,,1,1,1,,,1,1,39000,2,1,2,,6,2,3,,1,13,1,73,"389,470271448317",73,6," ",2015000
5113262,1,1,1,10,1,1,5,1996,23,1,2,2,,2,,1,2,1,,,1,1,33125,2,1,2,,5,11,2,,1,11,1,73,"407,228138776923",73,6," ",1350000
5113263,1,1,1,10,1,1,5,1988,31,1,1,2,,2,,1,2,1,,,1,1,40000,2,1,2,,5,11,2,,1,11,1,73,"322,186520415155",73,6," ",1500000
5113263,1,2,1,10,2,2,9,1990,29,2,1,2,,2,,1,1,1,,,1,1,100000,2,1,2,,6,5,4,,1,16,1,73,"322,186520415155",73,6," ",1700000
5113265,1,1,1,10,1,2,2,1985,34,1,4,2,,2,,,,1,,,1,1,40000,2,1,2,,6,1,3,,1,12,1,73,"217,881750390165",73,6," ",828116
5113266,1,2,1,10,2,1,3,1995,24,3,6,2,,1,1,,,1,,,3,,,2,1,1,1,6,5,2,2,1,16,1,73,"290,551870059884",73,6," ",400000
5113267,1,1,1,10,1,2,11,1997,22,1,6,3,,2,,,,1,,,1,5,,2,1,2,,5,11,2,,1,11,1,73,"344,198992276419",73,6," ",3000000
5113267,1,2,1,10,2,1,8,1995,24,5,6,3,,2,,,,1,,,1,1,50000,2,1,2,,5,11,2,,1,11,1,73,"344,198992276419",73,6," ",1200000
5113267,1,3,1,10,3,2,8,1997,22,5,6,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,1,11,1,73,"344,198992276419",73,6," ",400000
5113268,1,1,1,10,1,2,11,1994,25,1,4,3,,2,,,,1,,,1,5,,2,1,1,1,6,2,2,2,1,13,1,73,"280,91089689067",73,6," ",910000
5113272,1,2,1,10,2,1,12,1950,69,5,4,3,,3,,,,1,,,1,3,103600,2,1,2,,6,2,3,,1,13,1,73,"254,300749830841",73,6," ",1200000
5113274,1,1,1,10,1,2,9,1964,55,1,4,3,,3,,,,1,,,1,3,103600,2,1,2,,6,7,5,,1,18,1,73,"297,017716464687",73,6," ",1000000
